lineage_ID,TRACK_INDEX,DIVISION_TIME_MEAN,DIVISION_TIME_STD,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE,lineage_name,lineage_x,lineage_y,lineage_z,FilteredTrack
-9510,1,15.37037037037037,7.195875678513824,189,0,28,0,0,0,110.0,0.0,110.0,10.24707606539736,0.24165350122434,1.5301701671007144,0.01049273749583099,0.16348567401042208,0.2204287856906754,817.8201058201058,227.15429115087966,24.429157080704854,0.04511064269787922,0.09315523695815782,0.38549094669096795,0.23933007611391033,Track_1,11.299502880687372,20.138498761300276,0.0,True
-3,1,15.37037037037037,7.195875678513824,189,0,28,0,0,0,110.0,0.0,110.0,10.24707606539736,0.24165350122434,1.5301701671007144,0.01049273749583099,0.16348567401042208,0.2204287856906754,817.8201058201058,227.15429115087966,24.429157080704854,0.04511064269787922,0.09315523695815782,0.38549094669096795,0.23933007611391033,Track_1,11.299502880687372,20.138498761300276,0.0,True
0,0,20.9375,5.543389456520863,152,0,18,0,0,0,110.0,0.0,110.0,3.741468497233925,0.2343070597547436,1.0068440078043617,0.012971333015215959,0.15947521949504098,0.20032673680225743,767.6578947368421,176.90183011483145,21.09177872049014,0.021149970550362555,0.03401334997485386,0.14516570695930664,0.22293000703884785,Track_0,16.866163267759074,17.21004009862445,0.0,True
1,1,15.37037037037037,7.195875678513824,189,0,28,0,0,0,110.0,0.0,110.0,10.24707606539736,0.24165350122434,1.5301701671007144,0.01049273749583099,0.16348567401042208,0.2204287856906754,817.8201058201058,227.15429115087966,24.429157080704854,0.04511064269787922,0.09315523695815782,0.38549094669096795,0.23933007611391033,Track_1,11.299502880687372,20.138498761300276,0.0,True
2,2,20.652173913043477,9.083495000434848,185,0,25,0,0,0,110.0,0.0,110.0,9.355322487602859,0.20753512207909178,1.8607392356603385,0.005829914290540197,0.12119766907765302,0.24066191754709546,760.6108108108108,190.93231231276445,16.0927586034793,0.04899811024274399,0.08504838625093508,0.4098023765756771,0.24204869977121304,Track_2,32.12555169642885,36.83932678084876,0.0,True
